"domain","available","isPremiumName","premiumRegistrationPrice","premiumRenewalPrice","icannFee","eapFee"
"ekedclay.com","true","false","0","0","0","0.0"
"ekesclay.com","true","false","0","0","0","0.0"
"ekgclay.com","true","false","0","0","0","0.0"
"ekingclay.com","true","false","0","0","0","0.0"
"elanclay.com","false","false","0","0","0","0.0"
"elateclay.com","true","false","0","0","0","0.0"
"elbowclay.com","true","false","0","0","0","0.0"
"elderclay.com","true","false","0","0","0","0.0"
"electclay.com","false","false","0","0","0","0.0"
"elegyclay.com","true","false","0","0","0","0.0"
"elfclay.com","true","false","0","0","0","0.0"
"elfinclay.com","false","false","0","0","0","0.0"
"elideclay.com","true","false","0","0","0","0.0"
"eliteclay.com","false","false","0","0","0","0.0"
"elkclay.com","true","false","0","0","0","0.0"
"elksclay.com","true","false","0","0","0","0.0"
"ellclay.com","true","false","0","0","0","0.0"
"elmclay.com","true","false","0","0","0","0.0"
"elmsclay.com","true","false","0","0","0","0.0"
"elopeclay.com","true","false","0","0","0","0.0"
"elseclay.com","true","false","0","0","0","0.0"
"eludeclay.com","true","false","0","0","0","0.0"
"elvesclay.com","true","false","0","0","0","0.0"
"emailclay.com","true","false","0","0","0","0.0"
"embedclay.com","true","false","0","0","0","0.0"
"emberclay.com","false","false","0","0","0","0.0"
"emceeclay.com","true","false","0","0","0","0.0"
"emendclay.com","true","false","0","0","0","0.0"
"emeryclay.com","true","false","0","0","0","0.0"
"emirclay.com","true","false","0","0","0","0.0"
"emirsclay.com","true","false","0","0","0","0.0"
"emitclay.com","true","false","0","0","0","0.0"
"emitsclay.com","true","false","0","0","0","0.0"
"emoteclay.com","true","false","0","0","0","0.0"
"emptyclay.com","true","false","0","0","0","0.0"
"emuclay.com","true","false","0","0","0","0.0"
"emusclay.com","true","false","0","0","0","0.0"
"enactclay.com","true","false","0","0","0","0.0"
"endclay.com","true","false","0","0","0","0.0"
"endedclay.com","true","false","0","0","0","0.0"
"endowclay.com","true","false","0","0","0","0.0"
"endsclay.com","true","false","0","0","0","0.0"
"enemaclay.com","true","false","0","0","0","0.0"
"enemyclay.com","true","false","0","0","0","0.0"
"enjoyclay.com","true","false","0","0","0","0.0"
"ennuiclay.com","true","false","0","0","0","0.0"
"enrolclay.com","true","false","0","0","0","0.0"
"ensueclay.com","true","false","0","0","0","0.0"
"enterclay.com","true","false","0","0","0","0.0"
"entryclay.com","true","false","0","0","0","0.0"
"envoyclay.com","true","false","0","0","0","0.0"
"envyclay.com","true","false","0","0","0","0.0"
"eonclay.com","false","false","0","0","0","0.0"
"eonsclay.com","true","false","0","0","0","0.0"
"epeeclay.com","true","false","0","0","0","0.0"
"epeesclay.com","true","false","0","0","0","0.0"
"epicclay.com","false","false","0","0","0","0.0"
"epicsclay.com","true","false","0","0","0","0.0"
"epochclay.com","true","false","0","0","0","0.0"
"epoxyclay.com","false","false","0","0","0","0.0"
"equalclay.com","false","false","0","0","0","0.0"
"equipclay.com","true","false","0","0","0","0.0"
"eraclay.com","true","false","0","0","0","0.0"
"erasclay.com","true","false","0","0","0","0.0"
"eraseclay.com","true","false","0","0","0","0.0"
"ereclay.com","true","false","0","0","0","0.0"
"erectclay.com","true","false","0","0","0","0.0"
"ergoclay.com","true","false","0","0","0","0.0"
"erodeclay.com","true","false","0","0","0","0.0"
"erosclay.com","true","false","0","0","0","0.0"
"errclay.com","true","false","0","0","0","0.0"
"erredclay.com","true","false","0","0","0","0.0"
"errorclay.com","true","false","0","0","0","0.0"
"errsclay.com","true","false","0","0","0","0.0"
"eruptclay.com","true","false","0","0","0","0.0"
"eslclay.com","true","false","0","0","0","0.0"
"espclay.com","true","false","0","0","0","0.0"
"espyclay.com","true","false","0","0","0","0.0"
"essayclay.com","true","false","0","0","0","0.0"
"estclay.com","true","false","0","0","0","0.0"
"etchclay.com","true","false","0","0","0","0.0"
"etherclay.com","false","false","0","0","0","0.0"
"ethicclay.com","true","false","0","0","0","0.0"
"ethosclay.com","true","false","0","0","0","0.0"
"etudeclay.com","true","false","0","0","0","0.0"
"euroclay.com","false","false","0","0","0","0.0"
"eurosclay.com","true","false","0","0","0","0.0"
"evadeclay.com","true","false","0","0","0","0.0"
"eveclay.com","true","false","0","0","0","0.0"
"evenclay.com","true","false","0","0","0","0.0"
"evensclay.com","true","false","0","0","0","0.0"
"eventclay.com","true","false","0","0","0","0.0"
"everclay.com","false","false","0","0","0","0.0"
"everyclay.com","true","false","0","0","0","0.0"
"evesclay.com","true","false","0","0","0","0.0"
"evictclay.com","true","false","0","0","0","0.0"
"evilsclay.com","true","false","0","0","0","0.0"
"evokeclay.com","true","false","0","0","0","0.0"
"eweclay.com","true","false","0","0","0","0.0"
"ewerclay.com","true","false","0","0","0","0.0"
"ewersclay.com","true","false","0","0","0","0.0"
"ewesclay.com","true","false","0","0","0","0.0"
"exactclay.com","true","false","0","0","0","0.0"
"exaltclay.com","true","false","0","0","0","0.0"
"examclay.com","true","false","0","0","0","0.0"
"examsclay.com","true","false","0","0","0","0.0"
"excelclay.com","true","false","0","0","0","0.0"
"execclay.com","true","false","0","0","0","0.0"
"execsclay.com","true","false","0","0","0","0.0"
"exertclay.com","true","false","0","0","0","0.0"
"exesclay.com","true","false","0","0","0","0.0"
"exileclay.com","true","false","0","0","0","0.0"
"existclay.com","true","false","0","0","0","0.0"
"exitclay.com","true","false","0","0","0","0.0"
"exitsclay.com","true","false","0","0","0","0.0"
"expatclay.com","true","false","0","0","0","0.0"
"expelclay.com","true","false","0","0","0","0.0"
"expoclay.com","true","false","0","0","0","0.0"
"exposclay.com","true","false","0","0","0","0.0"
"extolclay.com","true","false","0","0","0","0.0"
"extraclay.com","true","false","0","0","0","0.0"
"exudeclay.com","true","false","0","0","0","0.0"
"exultclay.com","true","false","0","0","0","0.0"
"eyeclay.com","true","false","0","0","0","0.0"
"eyedclay.com","true","false","0","0","0","0.0"
"eyesclay.com","true","false","0","0","0","0.0"
"eyingclay.com","true","false","0","0","0","0.0"
"eyrieclay.com","true","false","0","0","0","0.0"
"faaclay.com","true","false","0","0","0","0.0"
"fabclay.com","true","false","0","0","0","0.0"
"fableclay.com","false","false","0","0","0","0.0"
"faceclay.com","false","false","0","0","0","0.0"
"facedclay.com","true","false","0","0","0","0.0"
"facesclay.com","true","false","0","0","0","0.0"
"facetclay.com","true","false","0","0","0","0.0"
"factclay.com","true","false","0","0","0","0.0"
"factsclay.com","true","false","0","0","0","0.0"
"fadclay.com","true","false","0","0","0","0.0"
"faddyclay.com","true","false","0","0","0","0.0"
"fadeclay.com","true","false","0","0","0","0.0"
"fadedclay.com","true","false","0","0","0","0.0"
"fadesclay.com","true","false","0","0","0","0.0"
"fadsclay.com","true","false","0","0","0","0.0"
"faffclay.com","true","false","0","0","0","0.0"
"faffsclay.com","true","false","0","0","0","0.0"
"fagotclay.com","true","false","0","0","0","0.0"
"fagsclay.com","true","false","0","0","0","0.0"
"fahclay.com","true","false","0","0","0","0.0"
"fahsclay.com","true","false","0","0","0","0.0"
"failclay.com","true","false","0","0","0","0.0"
"failsclay.com","true","false","0","0","0","0.0"
"fainclay.com","true","false","0","0","0","0.0"
"faintclay.com","true","false","0","0","0","0.0"
"fairclay.com","false","false","0","0","0","0.0"
"fairsclay.com","true","false","0","0","0","0.0"
"fairyclay.com","true","false","0","0","0","0.0"
"faithclay.com","true","false","0","0","0","0.0"
"fakedclay.com","true","false","0","0","0","0.0"
"fakirclay.com","true","false","0","0","0","0.0"
"fallclay.com","true","false","0","0","0","0.0"
"fallsclay.com","true","false","0","0","0","0.0"
"falseclay.com","true","false","0","0","0","0.0"
"fameclay.com","true","false","0","0","0","0.0"
"famedclay.com","true","false","0","0","0","0.0"
"fanclay.com","true","false","0","0","0","0.0"
"fancyclay.com","true","false","0","0","0","0.0"
"fangclay.com","true","false","0","0","0","0.0"
"fangsclay.com","true","false","0","0","0","0.0"
"fannyclay.com","true","false","0","0","0","0.0"
"fansclay.com","true","false","0","0","0","0.0"
"farclay.com","false","false","0","0","0","0.0"
"farceclay.com","true","false","0","0","0","0.0"
"fareclay.com","true","false","0","0","0","0.0"
"faredclay.com","true","false","0","0","0","0.0"
"faresclay.com","true","false","0","0","0","0.0"
"farmclay.com","false","false","0","0","0","0.0"
"farmsclay.com","true","false","0","0","0","0.0"
"fartclay.com","true","false","0","0","0","0.0"
"fartsclay.com","true","false","0","0","0","0.0"
"fasclay.com","true","false","0","0","0","0.0"
"fastclay.com","true","false","0","0","0","0.0"
"fastsclay.com","true","false","0","0","0","0.0"
"fatclay.com","false","false","0","0","0","0.0"
"fateclay.com","true","false","0","0","0","0.0"
"fatedclay.com","true","false","0","0","0","0.0"
"fatesclay.com","true","false","0","0","0","0.0"
"fatsclay.com","true","false","0","0","0","0.0"
"fatsoclay.com","true","false","0","0","0","0.0"
"fattyclay.com","true","false","0","0","0","0.0"
"fatwaclay.com","true","false","0","0","0","0.0"
"faultclay.com","true","false","0","0","0","0.0"
"faunclay.com","true","false","0","0","0","0.0"
"faunaclay.com","true","false","0","0","0","0.0"
"faunsclay.com","true","false","0","0","0","0.0"
"faustclay.com","true","false","0","0","0","0.0"
"fauxclay.com","true","false","0","0","0","0.0"
"faveclay.com","true","false","0","0","0","0.0"
"favesclay.com","true","false","0","0","0","0.0"
"favorclay.com","true","false","0","0","0","0.0"
"fawnclay.com","true","false","0","0","0","0.0"
"fawnsclay.com","true","false","0","0","0","0.0"
"faxclay.com","true","false","0","0","0","0.0"
"faxedclay.com","true","false","0","0","0","0.0"
"faxesclay.com","true","false","0","0","0","0.0"
"fazeclay.com","true","false","0","0","0","0.0"
"fazedclay.com","true","false","0","0","0","0.0"
"fazesclay.com","true","false","0","0","0","0.0"
"fbiclay.com","true","false","0","0","0","0.0"
"fccclay.com","true","false","0","0","0","0.0"
"fdaclay.com","true","false","0","0","0","0.0"
"fearclay.com","true","false","0","0","0","0.0"
"fearsclay.com","true","false","0","0","0","0.0"
"feastclay.com","true","false","0","0","0","0.0"
"featclay.com","true","false","0","0","0","0.0"
"featsclay.com","true","false","0","0","0","0.0"
"fecesclay.com","true","false","0","0","0","0.0"
"fedclay.com","true","false","0","0","0","0.0"
"fedsclay.com","true","false","0","0","0","0.0"
"feeclay.com","true","false","0","0","0","0.0"
"feedclay.com","true","false","0","0","0","0.0"
"feedsclay.com","true","false","0","0","0","0.0"
"feelclay.com","false","false","0","0","0","0.0"
"feelsclay.com","true","false","0","0","0","0.0"
"feesclay.com","true","false","0","0","0","0.0"
"feetclay.com","true","false","0","0","0","0.0"
"feignclay.com","true","false","0","0","0","0.0"
"feintclay.com","true","false","0","0","0","0.0"
"fellclay.com","true","false","0","0","0","0.0"
"fellaclay.com","true","false","0","0","0","0.0"
"fewclay.com","true","false","0","0","0","0.0"
"fewerclay.com","true","false","0","0","0","0.0"
"feyclay.com","true","false","0","0","0","0.0"
"fezclay.com","true","false","0","0","0","0.0"
"fiatclay.com","true","false","0","0","0","0.0"
"fiatsclay.com","true","false","0","0","0","0.0"
"fibclay.com","true","false","0","0","0","0.0"
"fiberclay.com","false","false","0","0","0","0.0"
"fibreclay.com","false","false","0","0","0","0.0"
"fibsclay.com","true","false","0","0","0","0.0"
"ficheclay.com","true","false","0","0","0","0.0"
"fieclay.com","true","false","0","0","0","0.0"
"fiefclay.com","true","false","0","0","0","0.0"
"fiefsclay.com","true","false","0","0","0","0.0"
"fieldclay.com","true","false","0","0","0","0.0"
"fiendclay.com","true","false","0","0","0","0.0"
"fieryclay.com","true","false","0","0","0","0.0"
"fifeclay.com","true","false","0","0","0","0.0"
"fifesclay.com","true","false","0","0","0","0.0"
"fifthclay.com","true","false","0","0","0","0.0"
"fiftyclay.com","true","false","0","0","0","0.0"
"figclay.com","true","false","0","0","0","0.0"
"fightclay.com","true","false","0","0","0","0.0"
"figsclay.com","true","false","0","0","0","0.0"
"filchclay.com","true","false","0","0","0","0.0"
"fellsclay.com","true","false","0","0","0","0.0"
"felonclay.com","true","false","0","0","0","0.0"
"feltclay.com","true","false","0","0","0","0.0"
"femurclay.com","true","false","0","0","0","0.0"
"fenclay.com","true","false","0","0","0","0.0"
"fenceclay.com","true","false","0","0","0","0.0"
"fendclay.com","true","false","0","0","0","0.0"
"fendsclay.com","true","false","0","0","0","0.0"
"fensclay.com","true","false","0","0","0","0.0"
"feralclay.com","false","false","0","0","0","0.0"
"fernclay.com","true","false","0","0","0","0.0"
"fernsclay.com","true","false","0","0","0","0.0"
"ferryclay.com","true","false","0","0","0","0.0"
"fessclay.com","true","false","0","0","0","0.0"
"fetaclay.com","true","false","0","0","0","0.0"
"fetalclay.com","true","false","0","0","0","0.0"
"fetchclay.com","true","false","0","0","0","0.0"
"feteclay.com","true","false","0","0","0","0.0"
"fetedclay.com","true","false","0","0","0","0.0"
"fetesclay.com","true","false","0","0","0","0.0"
"fetidclay.com","true","false","0","0","0","0.0"
"fetusclay.com","true","false","0","0","0","0.0"
"feudclay.com","true","false","0","0","0","0.0"
"feudsclay.com","true","false","0","0","0","0.0"
"feverclay.com","true","false","0","0","0","0.0"
"finsclay.com","true","false","0","0","0","0.0"
"fiordclay.com","true","false","0","0","0","0.0"
"firclay.com","true","false","0","0","0","0.0"
"fireclay.com","false","false","0","0","0","0.0"
"firedclay.com","false","false","0","0","0","0.0"
"firesclay.com","true","false","0","0","0","0.0"
"firmclay.com","true","false","0","0","0","0.0"
"firmsclay.com","true","false","0","0","0","0.0"
"firsclay.com","true","false","0","0","0","0.0"
"firstclay.com","false","false","0","0","0","0.0"
"firthclay.com","true","false","0","0","0","0.0"
"fishclay.com","true","false","0","0","0","0.0"
"fishyclay.com","true","false","0","0","0","0.0"
"fistclay.com","true","false","0","0","0","0.0"
"fistsclay.com","true","false","0","0","0","0.0"
"fitclay.com","false","false","0","0","0","0.0"
"fitsclay.com","true","false","0","0","0","0.0"
"fiveclay.com","true","false","0","0","0","0.0"
"fiverclay.com","true","false","0","0","0","0.0"
"fivesclay.com","true","false","0","0","0","0.0"
"fixclay.com","true","false","0","0","0","0.0"
"fixedclay.com","true","false","0","0","0","0.0"
"fixerclay.com","true","false","0","0","0","0.0"
"fixesclay.com","true","false","0","0","0","0.0"
"fizzclay.com","true","false","0","0","0","0.0"
"fileclay.com","true","false","0","0","0","0.0"
"filedclay.com","true","false","0","0","0","0.0"
"filesclay.com","true","false","0","0","0","0.0"
"filetclay.com","true","false","0","0","0","0.0"
"fillclay.com","true","false","0","0","0","0.0"
"fillsclay.com","true","false","0","0","0","0.0"
"fillyclay.com","true","false","0","0","0","0.0"
"filmclay.com","true","false","0","0","0","0.0"
"filmsclay.com","true","false","0","0","0","0.0"
"filmyclay.com","true","false","0","0","0","0.0"
"filoclay.com","true","false","0","0","0","0.0"
"filthclay.com","true","false","0","0","0","0.0"
"finclay.com","false","false","0","0","0","0.0"
"finalclay.com","true","false","0","0","0","0.0"
"finchclay.com","true","false","0","0","0","0.0"
"findclay.com","true","false","0","0","0","0.0"
"findsclay.com","true","false","0","0","0","0.0"
"fineclay.com","false","false","0","0","0","0.0"
"finedclay.com","true","false","0","0","0","0.0"
"finerclay.com","true","false","0","0","0","0.0"
"finesclay.com","true","false","0","0","0","0.0"
"finisclay.com","true","false","0","0","0","0.0"
"finkclay.com","true","false","0","0","0","0.0"
"finksclay.com","true","false","0","0","0","0.0"
"finnclay.com","true","false","0","0","0","0.0"
"flayclay.com","true","false","0","0","0","0.0"
"flaysclay.com","true","false","0","0","0","0.0"
"fleaclay.com","true","false","0","0","0","0.0"
"fleasclay.com","true","false","0","0","0","0.0"
"fleckclay.com","true","false","0","0","0","0.0"
"fledclay.com","true","false","0","0","0","0.0"
"fleeclay.com","true","false","0","0","0","0.0"
"fleesclay.com","true","false","0","0","0","0.0"
"fleetclay.com","true","false","0","0","0","0.0"
"fleshclay.com","true","false","0","0","0","0.0"
"flewclay.com","true","false","0","0","0","0.0"
"flexclay.com","false","false","0","0","0","0.0"
"flickclay.com","true","false","0","0","0","0.0"
"fliedclay.com","true","false","0","0","0","0.0"
"flierclay.com","true","false","0","0","0","0.0"
"fliesclay.com","true","false","0","0","0","0.0"
"flingclay.com","true","false","0","0","0","0.0"
"flintclay.com","true","false","0","0","0","0.0"
"flipclay.com","true","false","0","0","0","0.0"
"flipsclay.com","true","false","0","0","0","0.0"
"flirtclay.com","true","false","0","0","0","0.0"
"flitclay.com","true","false","0","0","0","0.0"
"flitsclay.com","true","false","0","0","0","0.0"
"floatclay.com","true","false","0","0","0","0.0"
"flockclay.com","true","false","0","0","0","0.0"
"fizzyclay.com","true","false","0","0","0","0.0"
"fjordclay.com","true","false","0","0","0","0.0"
"flabclay.com","true","false","0","0","0","0.0"
"flackclay.com","true","false","0","0","0","0.0"
"flagclay.com","true","false","0","0","0","0.0"
"flagsclay.com","true","false","0","0","0","0.0"
"flailclay.com","true","false","0","0","0","0.0"
"flairclay.com","true","false","0","0","0","0.0"
"flakclay.com","true","false","0","0","0","0.0"
"flakeclay.com","true","false","0","0","0","0.0"
"flakyclay.com","true","false","0","0","0","0.0"
"flameclay.com","true","false","0","0","0","0.0"
"flanclay.com","true","false","0","0","0","0.0"
"flankclay.com","true","false","0","0","0","0.0"
"flansclay.com","true","false","0","0","0","0.0"
"flapclay.com","true","false","0","0","0","0.0"
"flapsclay.com","true","false","0","0","0","0.0"
"flareclay.com","true","false","0","0","0","0.0"
"flashclay.com","true","false","0","0","0","0.0"
"flaskclay.com","true","false","0","0","0","0.0"
"flatclay.com","true","false","0","0","0","0.0"
"flatsclay.com","true","false","0","0","0","0.0"
"flawclay.com","true","false","0","0","0","0.0"
"flawsclay.com","true","false","0","0","0","0.0"
"flaxclay.com","true","false","0","0","0","0.0"
"flungclay.com","true","false","0","0","0","0.0"
"flunkclay.com","true","false","0","0","0","0.0"
"flushclay.com","true","false","0","0","0","0.0"
"fluteclay.com","true","false","0","0","0","0.0"
"fluxclay.com","true","false","0","0","0","0.0"
"flyclay.com","true","false","0","0","0","0.0"
"flybyclay.com","true","false","0","0","0","0.0"
"flyerclay.com","true","false","0","0","0","0.0"
"foalclay.com","true","false","0","0","0","0.0"
"foalsclay.com","true","false","0","0","0","0.0"
"foamclay.com","false","false","0","0","0","0.0"
"foamsclay.com","true","false","0","0","0","0.0"
"foamyclay.com","true","false","0","0","0","0.0"
"fobclay.com","true","false","0","0","0","0.0"
"fobsclay.com","true","false","0","0","0","0.0"
"focalclay.com","true","false","0","0","0","0.0"
"fociclay.com","true","false","0","0","0","0.0"
"focusclay.com","true","false","0","0","0","0.0"
"foeclay.com","true","false","0","0","0","0.0"
"foesclay.com","true","false","0","0","0","0.0"
"fogclay.com","true","false","0","0","0","0.0"
"fogeyclay.com","true","false","0","0","0","0.0"
"foggyclay.com","true","false","0","0","0","0.0"
"fogsclay.com","true","false","0","0","0","0.0"
"fogyclay.com","true","false","0","0","0","0.0"
"floeclay.com","true","false","0","0","0","0.0"
"floesclay.com","true","false","0","0","0","0.0"
"flogclay.com","true","false","0","0","0","0.0"
"flogsclay.com","true","false","0","0","0","0.0"
"floodclay.com","false","false","0","0","0","0.0"
"floorclay.com","true","false","0","0","0","0.0"
"flopclay.com","true","false","0","0","0","0.0"
"flopsclay.com","true","false","0","0","0","0.0"
"floraclay.com","false","false","0","0","0","0.0"
"flossclay.com","true","false","0","0","0","0.0"
"flourclay.com","true","false","0","0","0","0.0"
"floutclay.com","true","false","0","0","0","0.0"
"flowclay.com","false","false","0","0","0","0.0"
"flownclay.com","true","false","0","0","0","0.0"
"flowsclay.com","true","false","0","0","0","0.0"
"fluclay.com","true","false","0","0","0","0.0"
"flubclay.com","true","false","0","0","0","0.0"
"flubsclay.com","true","false","0","0","0","0.0"
"flueclay.com","true","false","0","0","0","0.0"
"fluesclay.com","true","false","0","0","0","0.0"
"fluffclay.com","true","false","0","0","0","0.0"
"fluidclay.com","true","false","0","0","0","0.0"
"flukeclay.com","true","false","0","0","0","0.0"
"flukyclay.com","true","false","0","0","0","0.0"
"flumeclay.com","true","false","0","0","0","0.0"
"foilclay.com","true","false","0","0","0","0.0"
"foilsclay.com","true","false","0","0","0","0.0"
"foistclay.com","true","false","0","0","0","0.0"
"foldclay.com","true","false","0","0","0","0.0"
"foldsclay.com","true","false","0","0","0","0.0"
"folioclay.com","true","false","0","0","0","0.0"
"folkclay.com","false","false","0","0","0","0.0"
"folksclay.com","true","false","0","0","0","0.0"
"follyclay.com","true","false","0","0","0","0.0"
"fondclay.com","true","false","0","0","0","0.0"
"fontclay.com","true","false","0","0","0","0.0"
"fontsclay.com","true","false","0","0","0","0.0"
"foodclay.com","false","false","0","0","0","0.0"
"foodsclay.com","true","false","0","0","0","0.0"
"foolclay.com","true","false","0","0","0","0.0"
"foolsclay.com","true","false","0","0","0","0.0"
"footclay.com","true","false","0","0","0","0.0"
"footsclay.com","true","false","0","0","0","0.0"
"footyclay.com","true","false","0","0","0","0.0"
"fopclay.com","true","false","0","0","0","0.0"
"fopsclay.com","true","false","0","0","0","0.0"
"forclay.com","false","false","0","0","0","0.0"
"foraclay.com","true","false","0","0","0","0.0"
"forayclay.com","true","false","0","0","0","0.0"
"forceclay.com","true","false","0","0","0","0.0"
"fordclay.com","true","false","0","0","0","0.0"
"fordsclay.com","true","false","0","0","0","0.0"
"foreclay.com","false","false","0","0","0","0.0"
"forgeclay.com","true","false","0","0","0","0.0"
"forgoclay.com","true","false","0","0","0","0.0"
"forkclay.com","true","false","0","0","0","0.0"
"forksclay.com","true","false","0","0","0","0.0"
"formclay.com","false","false","0","0","0","0.0"
"formsclay.com","true","false","0","0","0","0.0"
"fortclay.com","true","false","0","0","0","0.0"
"forteclay.com","true","false","0","0","0","0.0"
"forthclay.com","true","false","0","0","0","0.0"
"fortsclay.com","true","false","0","0","0","0.0"
"fortyclay.com","true","false","0","0","0","0.0"
"forumclay.com","true","false","0","0","0","0.0"
"foulsclay.com","true","false","0","0","0","0.0"
"foundclay.com","true","false","0","0","0","0.0"
"fountclay.com","true","false","0","0","0","0.0"
"fourclay.com","true","false","0","0","0","0.0"
"foursclay.com","true","false","0","0","0","0.0"
"fowlclay.com","true","false","0","0","0","0.0"
"fowlsclay.com","true","false","0","0","0","0.0"
"foxclay.com","true","false","0","0","0","0.0"
"foxedclay.com","true","false","0","0","0","0.0"
"foxesclay.com","true","false","0","0","0","0.0"
"frizzclay.com","true","false","0","0","0","0.0"
"froclay.com","true","false","0","0","0","0.0"
"frockclay.com","true","false","0","0","0","0.0"
"frogclay.com","true","false","0","0","0","0.0"
"frogsclay.com","true","false","0","0","0","0.0"
"fromclay.com","false","false","0","0","0","0.0"
"frondclay.com","true","false","0","0","0","0.0"
"frontclay.com","false","false","0","0","0","0.0"
"frostclay.com","true","false","0","0","0","0.0"
"frothclay.com","true","false","0","0","0","0.0"
"frownclay.com","true","false","0","0","0","0.0"
"frozeclay.com","true","false","0","0","0","0.0"
"fruitclay.com","true","false","0","0","0","0.0"
"frumpclay.com","true","false","0","0","0","0.0"
"fryclay.com","true","false","0","0","0","0.0"
"fryerclay.com","true","false","0","0","0","0.0"
"ftcclay.com","true","false","0","0","0","0.0"
"fucksclay.com","true","false","0","0","0","0.0"
"fudgeclay.com","true","false","0","0","0","0.0"
"fuelclay.com","true","false","0","0","0","0.0"
"fuelsclay.com","true","false","0","0","0","0.0"
"fugclay.com","true","false","0","0","0","0.0"
"fugueclay.com","true","false","0","0","0","0.0"
"fullclay.com","true","false","0","0","0","0.0"
"fullyclay.com","true","false","0","0","0","0.0"
"foxyclay.com","true","false","0","0","0","0.0"
"foyerclay.com","true","false","0","0","0","0.0"
"frailclay.com","true","false","0","0","0","0.0"
"frameclay.com","true","false","0","0","0","0.0"
"francclay.com","true","false","0","0","0","0.0"
"frankclay.com","true","false","0","0","0","0.0"
"fratclay.com","true","false","0","0","0","0.0"
"fratsclay.com","true","false","0","0","0","0.0"
"frayclay.com","true","false","0","0","0","0.0"
"fraysclay.com","true","false","0","0","0","0.0"
"freakclay.com","true","false","0","0","0","0.0"
"freeclay.com","true","false","0","0","0","0.0"
"freedclay.com","true","false","0","0","0","0.0"
"freerclay.com","true","false","0","0","0","0.0"
"freesclay.com","true","false","0","0","0","0.0"
"freshclay.com","false","false","0","0","0","0.0"
"fretclay.com","true","false","0","0","0","0.0"
"fretsclay.com","true","false","0","0","0","0.0"
"friarclay.com","true","false","0","0","0","0.0"
"friedclay.com","false","false","0","0","0","0.0"
"frierclay.com","true","false","0","0","0","0.0"
"friesclay.com","true","false","0","0","0","0.0"
"frillclay.com","true","false","0","0","0","0.0"
"friskclay.com","true","false","0","0","0","0.0"
"fritzclay.com","true","false","0","0","0","0.0"
"futonclay.com","true","false","0","0","0","0.0"
"fuzeclay.com","true","false","0","0","0","0.0"
"fuzesclay.com","true","false","0","0","0","0.0"
"fuzzclay.com","true","false","0","0","0","0.0"
"fuzzyclay.com","true","false","0","0","0","0.0"
"fyiclay.com","false","false","0","0","0","0.0"
"gabclay.com","true","false","0","0","0","0.0"
"gabbyclay.com","true","false","0","0","0","0.0"
"gableclay.com","true","false","0","0","0","0.0"
"gabsclay.com","true","false","0","0","0","0.0"
"gadclay.com","true","false","0","0","0","0.0"
"gadsclay.com","true","false","0","0","0","0.0"
"gaffclay.com","true","false","0","0","0","0.0"
"gaffeclay.com","true","false","0","0","0","0.0"
"gaffsclay.com","true","false","0","0","0","0.0"
"gagclay.com","true","false","0","0","0","0.0"
"gagaclay.com","true","false","0","0","0","0.0"
"gageclay.com","false","false","0","0","0","0.0"
"gagedclay.com","true","false","0","0","0","0.0"
"gagesclay.com","true","false","0","0","0","0.0"
"gagsclay.com","true","false","0","0","0","0.0"
"gailyclay.com","true","false","0","0","0","0.0"
"gainclay.com","true","false","0","0","0","0.0"
"gainsclay.com","true","false","0","0","0","0.0"
"gaitclay.com","true","false","0","0","0","0.0"
"fumeclay.com","true","false","0","0","0","0.0"
"fumedclay.com","true","false","0","0","0","0.0"
"fumesclay.com","true","false","0","0","0","0.0"
"funclay.com","false","false","0","0","0","0.0"
"fundclay.com","true","false","0","0","0","0.0"
"fundsclay.com","true","false","0","0","0","0.0"
"fungiclay.com","true","false","0","0","0","0.0"
"funkclay.com","true","false","0","0","0","0.0"
"funksclay.com","true","false","0","0","0","0.0"
"funkyclay.com","false","false","0","0","0","0.0"
"funnyclay.com","false","false","0","0","0","0.0"
"furclay.com","true","false","0","0","0","0.0"
"furlclay.com","true","false","0","0","0","0.0"
"furlsclay.com","true","false","0","0","0","0.0"
"furorclay.com","true","false","0","0","0","0.0"
"furryclay.com","true","false","0","0","0","0.0"
"fursclay.com","true","false","0","0","0","0.0"
"furyclay.com","true","false","0","0","0","0.0"
"furzeclay.com","true","false","0","0","0","0.0"
"fuseclay.com","true","false","0","0","0","0.0"
"fusedclay.com","true","false","0","0","0","0.0"
"fusesclay.com","true","false","0","0","0","0.0"
"fussclay.com","true","false","0","0","0","0.0"
"fussyclay.com","true","false","0","0","0","0.0"
"fustyclay.com","true","false","0","0","0","0.0"
"gaitsclay.com","true","false","0","0","0","0.0"
"galclay.com","true","false","0","0","0","0.0"
"galaclay.com","true","false","0","0","0","0.0"
"galahclay.com","true","false","0","0","0","0.0"
"galasclay.com","true","false","0","0","0","0.0"
"galeclay.com","true","false","0","0","0","0.0"
"galesclay.com","true","false","0","0","0","0.0"
"gallclay.com","true","false","0","0","0","0.0"
"gallsclay.com","true","false","0","0","0","0.0"
"galsclay.com","true","false","0","0","0","0.0"
"gameclay.com","false","false","0","0","0","0.0"
"gamerclay.com","true","false","0","0","0","0.0"
"gamesclay.com","true","false","0","0","0","0.0"
"gameyclay.com","true","false","0","0","0","0.0"
"gaminclay.com","true","false","0","0","0","0.0"
"gammaclay.com","true","false","0","0","0","0.0"
